4.0,850.0,
8.0,915.0,
8.0,898.0,
14.0,904.0,
18.0,913.0,
22.0,542.0,
2.0,481.0,
7.0,435.0,
12.0,
509.0,
15.0,524.0,
521.0,521.0,
520.0,520.0,
520.0,521.0,
521.0,520.0,
521.0,520.0,
520.0,521.0,
521.0,521.0,
520.0,521.0,
520.0,521.0,
521.0,520.0,
520.0,520.0,
520.0,520.0,
521.0,520.0,
520.0,520.0,
520.0,520.0,
520.0,537.0,
497.0,290.0,
520.0,756.0,
474.0,417.0,
835.0,513.0,
523.0,547.0,
558.0,568.0,
597.0,623.0,
649.0,672.0,
853.0,864.0,
873.0,874.0,
789.0,904.0,
682.0,864.0,
899.0,803.0,
735.0,709.0,
606.0,468.0,
399.0,0.0,
674.0,0.0,
0.0,201.0,
0.0,660.0,
60.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
7.0,106.0,
225.0,368.0,
456.0,473.0,
436.0,458.0,
443.0,441.0,
437.0,239.0,
95.0,375.0,
372.0,287.0,
102.0,970.0,
110.0,970.0,
126.0,971.0,
130.0,970.0,
539.0,968.0,
607.0,970.0,
607.0,971.0,
582.0,971.0,
582.0,1.005,
